proposal_rank,name,expression,reason,samples,coverage,ic_mean,ic_std,sharpe,annual_return,max_drawdown,score
3,LOCAL_MUT_003,"($open-Ref($close, 3))/Ref($close, 3)",local_fallback_mutation,2970,0.9949748743718593,0.0037357130970756673,0.5100442501766076,-0.4300944315614761,-0.21301410791886766,-0.5839184652742083,0.018191140087603974
29,LOCAL_MUT_029,"(Mean($volume, 5)-Mean($volume, 8))/(Mean($volume, 8)+1e-12)",local_fallback_mutation,2985,1.0,-0.002583333379813454,0.5189227736558966,-0.012664038299225733,-0.069122192298116,-0.43423564221012956,-0.3226640438768402
52,LOCAL_MUT_052,"Rsquare($close, 13)",local_fallback_mutation,2980,0.998324958123953,-0.0020907445415521853,0.4983782994772728,-0.45037719788543584,-0.21794688630163928,-0.475398887683504,-0.7012665428716981
44,LOCAL_MUT_044,"(Mean($volume, 40)-Mean($volume, 30))/(Mean($volume, 30)+1e-12)",local_fallback_mutation,2985,1.0,-0.004118029026995809,0.5037823147119543,-0.5355545455390994,-0.23464097106154957,-0.5858197983462872,-1.0297180287785965
14,LOCAL_MUT_014,"(Mean($volume, 8)-Mean($volume, 40))/(Mean($volume, 40)+1e-12)",local_fallback_mutation,2985,1.0,-0.007535591692055609,0.49261709977302315,-0.3552584539606484,-0.17968703270084685,-0.4653323023070751,-1.2595294570073214
70,LOCAL_MUT_070,"Std($close, 3)/$close",local_fallback_mutation,2980,0.998324958123953,-0.008534815826669272,0.49872823185612325,-0.28039335338799215,-0.16020193991315146,-0.6538472445626585,-1.3045712525883049
27,LOCAL_MUT_027,"(Mean($close, 2)-Mean($close, 10))/$close",local_fallback_mutation,2985,1.0,-0.009620359472568323,0.5355320417588408,-0.39752952646406403,-0.20746680917906357,-0.6407708697764655,-1.551972663172263
18,LOCAL_MUT_018,"($open-Ref($close, 10))/Ref($close, 10)",local_fallback_mutation,2935,0.983249581239531,-0.010302680424140474,0.5276017204993421,-0.3411526144781678,-0.1947333751678042,-0.6368177361194982,-1.5774742653750247
71,LOCAL_MUT_071,"(Quantile($close, 3, 0.8)-Quantile($close, 3, 0.2))/($close+1e-12)",local_fallback_mutation,2985,1.0,-0.009441356257242713,0.4971557182111459,-0.5192341705936244,-0.2342673853214413,-0.707058408166267,-1.65219692146275
17,LOCAL_MUT_017,"($close-Ref($close, 5))/Ref($close, 5)",local_fallback_mutation,2960,0.9916247906197655,-0.009797489577366291,0.5383782838247616,-0.4770395059832423,-0.2415569252234986,-0.649849831859078,-1.6527382552671974
62,LOCAL_MUT_062,"($close-Ref($close, 20))/Ref($close, 20)",local_fallback_mutation,2885,0.966499162479062,-0.013684859668862332,0.5287654249864926,-0.14377039108034717,-0.12592811768483414,-0.43834972153674223,-1.7859535513438272
63,LOCAL_MUT_063,"($open-Ref($close, 20))/Ref($close, 20)",local_fallback_mutation,2885,0.966499162479062,-0.015086586063448005,0.5285879278640148,-0.17225469917005543,-0.13691672809739197,-0.47102816158862937,-1.9826450267838158
58,LOCAL_MUT_058,"(Std($close, 5)-Std($close, 8))/$close",local_fallback_mutation,2980,0.998324958123953,-0.01626480103002209,0.5104486448861761,-0.7952096741424907,-0.31302506331527,-0.6906142429953298,-2.7469857977451415
66,LOCAL_MUT_066,"Slope($vwap, 13)/$close",local_fallback_mutation,2980,0.998324958123953,-0.013302287153559229,0.525227423173946,-1.2646412731918861,-0.437474319601319,-0.8167364418168526,-2.8609157316189937
32,LOCAL_MUT_032,"($close-Ref($close, 40))/Ref($close, 40)",local_fallback_mutation,2785,0.932998324958124,-0.02340470446092994,0.5135925738286851,-0.22056132208178394,-0.15416417787350778,-0.4687282897377182,-3.0291258573933764
20,LOCAL_MUT_020,"Slope($close, 13)/$close",local_fallback_mutation,2980,0.998324958123953,-0.014334719169996112,0.5254972998679647,-1.373770008358885,-0.4601897620125427,-0.8369814549824224,-3.093936308758418
12,LOCAL_MUT_012,"(Mean($close, 10)-Mean($close, 20))/$close",local_fallback_mutation,2985,1.0,-0.021795436166913863,0.5282188813920042,-0.5208380783574823,-0.25567985029234475,-0.6481531250056365,-3.1362904183871456
33,LOCAL_MUT_033,"($open-Ref($close, 40))/Ref($close, 40)",local_fallback_mutation,2785,0.932998324958124,-0.022717409239611817,0.5132988128004808,-0.41066474781281437,-0.21239848517112703,-0.49887505896767714,-3.1367538565662327
4,LOCAL_MUT_004,"($high-$low)/(Ref($close, 13)+1e-12)",local_fallback_mutation,2920,0.9782244556113903,-0.023416135653685423,0.5016250300631372,-0.6802835971386612,-0.2899758063220801,-0.7076233197967039,-3.4902198755809115
64,LOCAL_MUT_064,"($high-$low)/(Ref($close, 20)+1e-12)",local_fallback_mutation,2885,0.966499162479062,-0.023111749523782255,0.5036431649090065,-0.8095941534721008,-0.32556148305385013,-0.7488689736365679,-3.5830040963259715
36,LOCAL_MUT_036,"Slope($vwap, 60)/$close",local_fallback_mutation,2980,0.998324958123953,-0.02661821229936203,0.5193044985821265,-0.4967012624384887,-0.23845034180390678,-0.6047645016923897,-3.6908867383619324
34,LOCAL_MUT_034,"($high-$low)/(Ref($close, 30)+1e-12)",local_fallback_mutation,2835,0.949748743718593,-0.02661139613797931,0.5013266931630799,-0.9145516146187244,-0.3508887647098856,-0.7224583791702968,-4.107919151176242
19,LOCAL_MUT_019,"($high-$low)/(Ref($close, 3)+1e-12)",local_fallback_mutation,2970,0.9949748743718593,-0.028657857085222997,0.49841348968718496,-0.6998437860246439,-0.28769120177675533,-0.6776326172335412,-4.138786636251403
48,LOCAL_MUT_048,"($open-Ref($close, 60))/Ref($close, 60)",local_fallback_mutation,2685,0.8994974874371859,-0.03067328406633887,0.504758828246787,-0.5761596300010241,-0.26482831287856035,-0.4844725037534424,-4.2569537179616885
2,LOCAL_MUT_002,"($close-Ref($close, 30))/Ref($close, 30)",local_fallback_mutation,2835,0.949748743718593,-0.02946956937585883,0.5251232803893591,-1.0971582167226142,-0.4035757201129092,-0.7351761365629348,-4.633506541825674
6,LOCAL_MUT_006,"Slope($vwap, 40)/$close",local_fallback_mutation,2980,0.998324958123953,-0.032598356604834525,0.5165994720535831,-0.8117087913534006,-0.3204277276148878,-0.6275814500866865,-4.7235115839335435
49,LOCAL_MUT_049,"($high-$low)/(Ref($close, 60)+1e-12)",local_fallback_mutation,2685,0.8994974874371859,-0.03549724837913779,0.49749809101178055,-0.9876657716117069,-0.3592343954612571,-0.6371262035244583,-5.247335577108242
