proposal_rank,name,expression,reason,samples,coverage,ic_mean,ic_std,sharpe,annual_return,max_drawdown,score
21,LOCAL_MUT_021,"Slope($vwap, 2)/$close",local_fallback_mutation,2850,0.9982486865148862,0.03822255001592477,0.566174296641905,0.9118113096838567,0.3267660780686694,-0.5695998114719608,5.498517311594829
70,LOCAL_MUT_070,"Std($close, 3)/$close",local_fallback_mutation,2850,0.9982486865148862,0.03582343284894781,0.5583079552169398,1.1819100047445845,0.49357089116728003,-0.4694388763938474,5.4807219466183215
34,LOCAL_MUT_034,"($high-$low)/(Ref($close, 30)+1e-12)",local_fallback_mutation,2705,0.9474605954465849,0.0324995620006274,0.5765549078699301,1.5054861948674032,0.7332505894435681,-0.27396765433996484,5.405433634942691
49,LOCAL_MUT_049,"($high-$low)/(Ref($close, 60)+1e-12)",local_fallback_mutation,2555,0.8949211908931699,0.032358214259492604,0.5762233504138647,1.0891542529318095,0.4310633929471701,-0.29421303123459464,4.972139964070922
44,LOCAL_MUT_044,"(Mean($volume, 40)-Mean($volume, 30))/(Mean($volume, 30)+1e-12)",local_fallback_mutation,2855,1.0,0.030878813404818205,0.5165470197574044,0.9869283426975054,0.3320157740826015,-0.39424542153876396,4.69238595127569
53,LOCAL_MUT_053,"Resi($close, 13)/$close",local_fallback_mutation,2850,0.9982486865148862,0.028276451900129722,0.5854706761831808,1.1808232579046907,0.5033639336778164,-0.47371415277555173,4.573997485920257
36,LOCAL_MUT_036,"Slope($vwap, 60)/$close",local_fallback_mutation,2850,0.9982486865148862,0.03066964670709151,0.5628454631920319,0.45841865973059903,0.11020430595968489,-0.5535167606245028,4.13877626458158
63,LOCAL_MUT_063,"($open-Ref($close, 20))/Ref($close, 20)",local_fallback_mutation,2755,0.9649737302977233,0.027751795114913918,0.5530699436402328,0.774098852393148,0.27306177208760696,-0.41449154805298494,4.1043142661828185
6,LOCAL_MUT_006,"Slope($vwap, 40)/$close",local_fallback_mutation,2850,0.9982486865148862,0.027223102862734248,0.5622502970229952,0.7611668208000839,0.25254312133021073,-0.5199489825063819,4.027939164328194
5,LOCAL_MUT_005,"Slope($close, 2)/$close",local_fallback_mutation,2850,0.9982486865148862,0.026705772491312032,0.5815638592088985,0.40800069563986113,0.08560018650361267,-0.6214708957016798,3.612693394597305
52,LOCAL_MUT_052,"Rsquare($close, 13)",local_fallback_mutation,2850,0.9982486865148862,0.018794910788587884,0.5176235523558755,1.0106903274845558,0.3474054532137405,-0.21037789489327474,3.266079622115102
56,LOCAL_MUT_056,"(Quantile($close, 10, 0.8)-Quantile($close, 10, 0.2))/($close+1e-12)",local_fallback_mutation,2855,1.0,0.018231497045464735,0.5326977918575138,0.9066135075879501,0.32101512514530706,-0.30055202532193015,3.0943931530437183
62,LOCAL_MUT_062,"($close-Ref($close, 20))/Ref($close, 20)",local_fallback_mutation,2755,0.9649737302977233,0.019720687395963995,0.5517321840575738,0.3130654473147172,0.045310313134207636,-0.5632867201362692,2.6795479348303965
48,LOCAL_MUT_048,"($open-Ref($close, 60))/Ref($close, 60)",local_fallback_mutation,2555,0.8949211908931699,0.020575663755122656,0.5473378052792299,0.04600320034498462,-0.06046843992351747,-0.5718922813229701,2.515082850959703
33,LOCAL_MUT_033,"($open-Ref($close, 40))/Ref($close, 40)",local_fallback_mutation,2655,0.9299474605954466,0.020181240508905764,0.5638627233398181,0.08929550732531248,-0.04804426588524635,-0.6269616278476071,2.5110443683940042
32,LOCAL_MUT_032,"($close-Ref($close, 40))/Ref($close, 40)",local_fallback_mutation,2655,0.9299474605954466,0.019109262069446555,0.5606356460658578,-0.0598876843123828,-0.10641207712672485,-0.6409017970659507,2.2332237640212034
13,LOCAL_MUT_013,"(Std($close, 60)-Std($close, 30))/$close",local_fallback_mutation,2850,0.9982486865148862,0.013325081697194686,0.5441938139033434,-0.11497476983617345,-0.11589576656396727,-0.5637010490795052,1.484035033827189
2,LOCAL_MUT_002,"($close-Ref($close, 30))/Ref($close, 30)",local_fallback_mutation,2705,0.9474605954465849,0.007683739320560515,0.5564442270578167,-0.10296795964194061,-0.11893908415036492,-0.5598489922130598,0.8190807588253212
18,LOCAL_MUT_018,"($open-Ref($close, 10))/Ref($close, 10)",local_fallback_mutation,2805,0.9824868651488616,0.005058966973711893,0.5478383333148898,-0.1468063599458778,-0.1331907464116383,-0.5547994056619916,0.46026967689954945
11,LOCAL_MUT_011,"(Quantile($close, 8, 0.8)-Quantile($close, 8, 0.2))/($close+1e-12)",local_fallback_mutation,2855,1.0,0.0007778794347723311,0.5417110800230021,0.29032550602931173,0.037179502156552635,-0.46049508368943126,0.38367103820199144
7,LOCAL_MUT_007,"Rsquare($close, 2)",local_fallback_mutation,2847,0.9971978984238179,,,,0.0,0.0,0.0
66,LOCAL_MUT_066,"Slope($vwap, 13)/$close",local_fallback_mutation,2850,0.9982486865148862,-0.0003184007813196824,0.5515431485058984,-0.16046493184821656,-0.13157094540480485,-0.6702884854601108,-0.19867302560657846
27,LOCAL_MUT_027,"(Mean($close, 2)-Mean($close, 10))/$close",local_fallback_mutation,2855,1.0,0.002175147745072243,0.5556970238376466,-0.4699042904020177,-0.256692135079455,-0.6971548254081577,-0.2088865609933485
20,LOCAL_MUT_020,"Slope($close, 13)/$close",local_fallback_mutation,2850,0.9982486865148862,-0.000587962415237554,0.5509937568879185,-0.21457290334392426,-0.1505251376050799,-0.6698418840328804,-0.28512839317243077
12,LOCAL_MUT_012,"(Mean($close, 10)-Mean($close, 20))/$close",local_fallback_mutation,2855,1.0,-0.0014479283998704274,0.5642273570354132,-0.4674280219265091,-0.24748683503701785,-0.7554935665702345,-0.6411794299109604
29,LOCAL_MUT_029,"(Mean($volume, 5)-Mean($volume, 8))/(Mean($volume, 8)+1e-12)",local_fallback_mutation,2855,1.0,-0.006735356269531676,0.5331053989345973,0.1441630384097805,-0.01952986809446,-0.43892173298012815,-0.6640797139340207
28,LOCAL_MUT_028,"(Std($close, 10)-Std($close, 13))/$close",local_fallback_mutation,2850,0.9982486865148862,-0.009854403656263177,0.5370729609027954,0.25023690921114367,0.019263219323847336,-0.3951664050515643,-0.9322915295404377
54,LOCAL_MUT_054,"Mean($close, 8)/$close",local_fallback_mutation,2855,1.0,-0.008086968501217786,0.56129862563069,0.02743278205892005,-0.06667039274096109,-0.4930529770953195,-0.9430034380872142
17,LOCAL_MUT_017,"($close-Ref($close, 5))/Ref($close, 5)",local_fallback_mutation,2830,0.9912434325744308,-0.007908874381422137,0.5660339708219673,-0.832287225781944,-0.3684522275867137,-0.7511973809908647,-1.7813521515526003
72,LOCAL_MUT_072,"(Mean($close, 60)-Mean($close, 30))/$close",local_fallback_mutation,2855,1.0,-0.01586429052293835,0.5579074963515177,-0.2679394086598742,-0.1699870887725674,-0.4667978376851173,-2.171654271412476
59,LOCAL_MUT_059,"(Mean($volume, 3)-Mean($volume, 60))/(Mean($volume, 60)+1e-12)",local_fallback_mutation,2855,1.0,-0.013500815722693073,0.49510620466061395,-0.5612582716985464,-0.23923003622320582,-0.5816319982918843,-2.181356158421715
57,LOCAL_MUT_057,"(Mean($close, 40)-Mean($close, 30))/$close",local_fallback_mutation,2855,1.0,-0.01883245206301073,0.5667017584083325,0.028076283005830538,-0.0738694223217502,-0.47414207387415164,-2.2318179645554572
39,LOCAL_MUT_039,"Mean($close, 40)/$close",local_fallback_mutation,2855,1.0,-0.019113524415907166,0.5509681076451706,-0.20326753337390155,-0.1520079658778718,-0.5881426430249563,-2.496890463282761
42,LOCAL_MUT_042,"(Mean($close, 30)-Mean($close, 20))/$close",local_fallback_mutation,2855,1.0,-0.02191164227848784,0.5651180284438113,-0.19407843468631283,-0.15825621624624653,-0.528328539863322,-2.8234755081048535
14,LOCAL_MUT_014,"(Mean($volume, 8)-Mean($volume, 40))/(Mean($volume, 40)+1e-12)",local_fallback_mutation,2855,1.0,-0.032823403641437224,0.500300864801479,-0.46741172685381666,-0.20975396018352765,-0.46989026618121443,-4.4062201638262835
58,LOCAL_MUT_058,"(Std($close, 5)-Std($close, 8))/$close",local_fallback_mutation,2850,0.9982486865148862,-0.04718860222659532,0.5502977320954953,-0.8398859437288134,-0.3276724382338858,-0.6688141499499423,-6.502518210920252
