proposal_rank,name,expression,reason,samples,coverage,ic_mean,ic_std,sharpe,annual_return,max_drawdown,score
71,LOCAL_MUT_071,"(Quantile($close, 3, 0.8)-Quantile($close, 3, 0.2))/($close+1e-12)",local_fallback_mutation,56686,1.0,-0.018419211992480755,0.37383213864898096,0.45870132197603936,0.7213776945276178,-0.7013185749695394,-1.7516041171216512
43,LOCAL_MUT_043,"(Std($close, 40)-Std($close, 2))/$close",local_fallback_mutation,56646,0.999294358395371,-0.012434723347623194,0.3344456738114778,-0.3739805392505372,,-24.342142028096497,-1.8661473409653206
20,LOCAL_MUT_020,"Slope($close, 13)/$close",local_fallback_mutation,56646,0.999294358395371,-0.01324692923472158,0.3354495385766138,-0.4930540601950041,,-7.2021010795526355,-2.0826855683615935
62,LOCAL_MUT_062,"($close-Ref($close, 20))/Ref($close, 20)",local_fallback_mutation,55886,0.9858871679074198,-0.015432646033681678,0.345386621078349,-0.5170989846282256,,-7.577565522876646,-2.3690165086700268
27,LOCAL_MUT_027,"(Mean($close, 2)-Mean($close, 10))/$close",local_fallback_mutation,56686,1.0,-0.018249672622758995,0.3452882347909458,-0.47714045680899875,,-7.56040693521523,-2.667101171540078
2,LOCAL_MUT_002,"($close-Ref($close, 30))/Ref($close, 30)",local_fallback_mutation,55486,0.9788307518611298,-0.020867036914499343,0.33807053292810463,-0.48785121832119216,,-8.55656493910336,-2.9918956480611136
19,LOCAL_MUT_019,"($high-$low)/(Ref($close, 3)+1e-12)",local_fallback_mutation,56566,0.997883075186113,-0.02375426747917128,0.39832416020466765,-0.36706227205524694,,-21.48329639985872,-3.2175743695558006
49,LOCAL_MUT_049,"($high-$low)/(Ref($close, 60)+1e-12)",local_fallback_mutation,54286,0.9576615037222594,-0.02416663528052034,0.38982038774628575,-0.37806592054006144,,-19.19275644911028,-3.278062154202502
32,LOCAL_MUT_032,"($close-Ref($close, 40))/Ref($close, 40)",local_fallback_mutation,55086,0.9717743358148396,-0.023173132524418723,0.3336886074115559,-0.5292819652055004,,-6.216619254814996,-3.3100578681357473
34,LOCAL_MUT_034,"($high-$low)/(Ref($close, 30)+1e-12)",local_fallback_mutation,55486,0.9788307518611298,-0.024670843224264556,0.3980785093751348,-0.38370396218923625,,-18.54808180798443,-3.344205149100983
64,LOCAL_MUT_064,"($high-$low)/(Ref($close, 20)+1e-12)",local_fallback_mutation,55886,0.9858871679074198,-0.024789270349837383,0.3996040677419716,-0.3847329676432372,,-15.615193798225436,-3.3594454096237234
4,LOCAL_MUT_004,"($high-$low)/(Ref($close, 13)+1e-12)",local_fallback_mutation,56166,0.9908266591398229,-0.02556715284083,0.3961698036190722,-0.3941674934191165,,-15.229884653952881,-3.4622258343187164
17,LOCAL_MUT_017,"($close-Ref($close, 5))/Ref($close, 5)",local_fallback_mutation,56486,0.996471791976855,-0.03721968366737779,0.35058244873801453,-0.5422968602988738,,-6.02224637205923,-5.008658900384209
21,LOCAL_MUT_021,"Slope($vwap, 2)/$close",local_fallback_mutation,56646,0.999294358395371,-0.04089663376421359,0.35371187470640736,-0.5405497051663191,,-10.227390260331779,-5.44814575687195
53,LOCAL_MUT_053,"Resi($close, 13)/$close",local_fallback_mutation,56646,0.999294358395371,-0.048062685338991086,0.3504062775858609,-0.5816900170835893,,-9.084718823584085,-6.34921225776252
23,LOCAL_MUT_023,"Resi($close, 8)/$close",local_fallback_mutation,56646,0.999294358395371,-0.05286340511737388,0.3502787986638699,-0.5707894679789638,,-9.9865036298944,-6.914398082063829
5,LOCAL_MUT_005,"Slope($close, 2)/$close",local_fallback_mutation,56646,0.999294358395371,-0.07369425543267215,0.3561382717083539,-0.6258789772598079,,-8.523219094406556,-9.469189629180466
